pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_eqt,st_teff,st_rad,st_mass,st_met,spec_F,spec_G,spec_K,spec_M,spec_m,st_lum,temp_score,dist_score,lum_score,stellar_temp_score,stellar_mass_score,stellar_compatibility_index,orbital_stability,Habitability_Score,Rank
0.0985510751483302,0.0044787857012471,4.07853,0.0506,0.1527418891759976,0.122357463164638,0.485,0.5,0.06,0.0,0.0,0.0,1.0,0.0,4.730370786498335e-20,0.0,0.3670666666666666,0.5,-5776.877642536836,0.736842105263158,0.368421052631579,0.0005654071726027,0.00892993044384885,74
0.0719536025612574,0.0044787857012471,4.9404681,0.05381019,0.339221935113408,0.6574845184710656,1.13,0.851969,0.06,0.0,0.0,1.0,0.0,0.0,2.1408629260170206e-16,0.0,0.3692067933333333,0.5000000000000001,-5776.3425154815295,0.9220889473684212,0.4610444736842105,0.0007283493894518,0.007927651105710474,75
0.0533673224964014,0.0044787857012471,3.9306737,0.03646,0.1163077806488659,0.1197950032030749,0.397,0.418,0.169,0.0,0.0,1.0,0.0,0.0,2.912230040220883e-20,0.0,0.35764,0.5,-5776.880204996798,0.6936842105263157,0.3468421052631578,0.0003926366112383,0.006464315453298263,76
0.0600708850285758,0.0044787857012471,8.303341406,0.073872,0.2024117140396209,0.3858637625453769,0.781,0.78,0.06,0.0,0.0,1.0,0.0,0.0,1.2131874159197101e-17,0.0,0.3825813333333333,0.5,-5776.614136237456,0.8842105263157894,0.4421052631578947,0.0016805053050521,0.00607379535908837,77
0.0820098169520557,0.0044787857012471,2.67963,0.05,0.1746942291128337,0.1998718770019218,0.631,0.612,0.06,0.0,0.0,0.0,1.0,0.0,5.701056332013537e-19,0.0,0.3666666666666667,0.5,-5776.800128122999,0.7957894736842105,0.3978947368421052,0.0003670726027397,0.005853814680943527,78
0.0669485660680794,0.0044787857012471,4.1782745,0.0355,0.1085271317829457,0.0681187273115524,0.404,0.4,0.06,0.0,0.0,1.0,0.0,0.0,3.1529615984928044e-21,0.0,0.357,0.5,-5776.93188127269,0.6842105263157895,0.3421052631578947,0.0004063801226027,0.00508184588920762,79
0.058939114730936,0.0044787857012471,5.97114713,0.050748,0.2024117140396209,0.1765961990177236,0.491,0.489,0.06,0.0,0.0,1.0,0.0,0.0,2.1036730404360976e-19,0.0,0.3671653333333333,0.5,-5776.823403800983,0.7310526315789474,0.3655263157894737,0.0008302021220636,0.004036226191799347,80
0.028033079680002,0.0003488663084131,0.764597,0.0139,0.2784955498133792,0.2310484732009396,0.58,0.59,0.31,0.0,0.0,1.0,0.0,0.0,8.601184211490458e-19,0.0,0.3426,0.5,-5776.7689515268,0.7842105263157895,0.3921052631578947,2.911752958904073e-05,0.0034116637642925616,81
0.0363037087781393,0.0044787857012471,3.15222,0.06,0.1323571633649153,0.1153106982703394,0.42,0.41,0.06,0.0,0.0,1.0,0.0,0.0,2.7981232423660664e-20,0.0,0.3733333333333334,0.5,-5776.884689301731,0.6894736842105262,0.3447368421052631,0.0005181731506849,0.003123790201007728,82
0.0310801535582631,0.0044787857012471,4.92126,0.06,0.1070915877117427,0.1153106982703394,0.42,0.41,0.06,0.0,0.0,1.0,0.0,0.0,2.7981232423660664e-20,0.0,0.3733333333333334,0.5,-5776.884689301731,0.6894736842105262,0.3447368421052631,0.0008089742465753,0.0031236857022748457,83
