pl_name,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_eqt,st_teff,st_rad,st_mass,st_met,spec_F,spec_G,spec_K,spec_M,spec_m,st_lum,temp_score,radius_score,dist_score,lum_score,habitability_score,habitable,stellar_temp_score,stellar_mass_score,stellar_compatibility_index,orbital_stability
TOI-756 b,0.0976804826116842,0.0012167427395886,1.2392495,0.018,0.2213608957795003,0.1387999145846679,0.505,0.505,0.196,False,False,False,True,False,8.492379663270652e-20,0.0,0.5488402413058421,0.3453333333333334,0.5,0.0965540771390132,0,-5776.861200085416,0.7394736842105263,0.3697368421052631,6.111367397260487e-05
TOI-762 A b,0.3383767549769459,0.0112173286318578,3.4716826,0.03418,0.1126614987080103,0.0553064275037369,0.425,0.442,0.357,False,False,True,False,False,1.516247630774282e-21,0.0,0.6691883774884729,0.35612,0.5,0.3498355732930012,1,-5776.944693572497,0.7063157894736842,0.3531578947368421,0.0003251016747068
TOI-763 b,0.0746097803905645,0.0012110236197785,5.6057,0.06,0.2512202124605224,0.5216741405082213,0.897,0.917,0.01,False,True,False,False,False,5.346529566384969e-17,0.0,0.5373048901952823,0.3733333333333334,0.5,0.1283548715410911,0,-5776.4783258594925,0.9563157894736842,0.4781578947368421,0.0009214849315068
TOI-763 c,0.0898451497818699,0.0011438239620104,12.2737,0.1011,0.1828883146712604,0.5216741405082213,0.897,0.917,0.01,False,True,False,False,False,5.346529566384969e-17,0.0,0.544922574890935,0.4007333333333333,0.5,0.1959900940666954,0,-5776.4783258594925,0.9563157894736842,0.4781578947368421,0.0033996467671232
TOI-782 b,0.0943722309724293,0.0025421487555681,8.0240015,0.0578,0.0780935974734424,0.0775144138372837,0.413,0.397,0.34,False,False,True,False,False,5.524841488087078e-21,0.0,0.5471861154862147,0.3718666666666667,0.5,0.1446072465896795,0,-5776.922485586164,0.6826315789473685,0.3413157894736842,0.0012706501005479
TOI-833 b,0.0306448572899401,0.0044787857012471,1.0418777,0.0171,0.2741889175997703,0.1949604954089259,0.6,0.61,0.06,False,False,True,False,False,4.666366329425667e-19,0.0,0.51532242864497,0.3447333333333333,0.5,0.0306569205605415,0,-5776.805039504592,0.7947368421052632,0.3973684210526316,4.881125663013638e-05
TOI-837 b,0.3744830381796611,0.0170339645947473,8.3249113,0.0888,0.238960666092449,0.6380525304292122,1.052,1.142,0.01,True,False,False,False,False,1.6456863655776408e-16,0.0,0.6872415190898306,0.3925333333333333,0.5,0.4550353369098809,1,-5776.361947469572,0.9252631578947368,0.4626315789473684,0.0020253482833972
TOI-849 b,0.1338100728824943,0.0057877492477728,0.765548,0.0155,0.2024117140396209,0.4804612427930814,0.97,0.97,0.06,False,False,True,False,False,4.4984900043859266e-17,0.0,0.5669050364412471,0.3436666666666667,0.5,0.1282263900753473,0,-5776.519538757208,0.9842105263157894,0.4921052631578947,3.2509572602741254e-05
TOI-858 B b,0.5877052788152541,0.0497979843597214,3.2797178,0.04435,0.3921906402526557,0.6053811659192825,1.308,1.081,0.153,False,True,False,False,False,2.061678584385718e-16,0.0,0.7938526394076271,0.3629,0.5000000000000001,0.6037147769549027,1,-5776.3946188340815,0.9573684210526316,0.4786842105263158,0.0003985081765205
TOI-880 c,0.1908338840328091,0.0044787857012471,6.3872703,0.0635,0.1843238587424633,0.4362588084561178,0.83,0.87,0.23,False,False,True,False,False,2.238839033621975e-17,0.0,0.5954169420164046,0.3756666666666667,0.5,0.2451026551566943,0,-5776.563741191545,0.9315789473684212,0.4657894736842105,0.0011112100384931
TOI-880.02,0.0706921139756573,0.0044787857012471,2.57571,0.0349,0.2647143267298306,0.4362588084561178,0.83,0.87,0.23,False,False,True,False,False,2.238839033621975e-17,0.0,0.5353460569878287,0.3566,0.5,0.092251718107057,0,-5776.563741191545,0.9315789473684212,0.4657894736842105,0.0002462802164383
TOI-892 b,0.4974404694776119,0.0429818304654542,10.62656,0.092,0.3542922767728969,0.6948537262438608,1.39,1.28,0.24,True,False,False,False,False,4.041038738709428e-16,0.0,0.7487202347388059,0.3946666666666666,0.5000000000000002,0.5778994018993702,1,-5776.305146273757,0.8526315789473684,0.4263157894736842,0.0026784753972602
TOI-904 b,0.0809651059080805,0.0044787857012471,10.8772,0.056,0.0764944013781223,0.1629724535554131,0.527,0.557,0.022,False,False,True,False,False,1.757793669390195e-19,0.0,0.5404825529540402,0.3706666666666667,0.5,0.1293418395459347,0,-5776.837027546446,0.7668421052631579,0.3834210526315789,0.0016688306849315
TOI-905 b,0.5467207517811017,0.0301215474321598,3.739494,0.04666,0.2954349698535745,0.5472987401238523,0.918,0.968,0.14,False,False,True,False,False,6.783799537819238e-17,0.0,0.7733603758905507,0.36444,0.5,0.5671092568732021,1,-5776.452701259877,0.983157894736842,0.491578947368421,0.0004780405206575
TOI-907.01,0.3939381212782042,0.0044787857012471,4.5849129,0.055225481,0.4833763996554693,0.6972026478752937,2.059789,1.069357,0.06,False,False,True,False,False,8.994384108677154e-16,0.0,0.696969060639102,0.3701503206666666,0.5000000000000004,0.4305918132266142,1,-5776.302797352126,0.9634963157894736,0.4817481578947368,0.0006937096445085
TOI-908 b,0.1140476223006295,0.0021185049556385,3.183792,0.041657,0.3313235716336491,0.5592568866111467,1.028,0.95,0.08,False,True,False,False,False,9.275160678367775e-17,0.0,0.5570238111503147,0.3611046666666667,0.5,0.1428219906544772,0,-5776.4407431133895,0.9736842105263156,0.4868421052631578,0.0003633622557369
TOI-942 b,0.1446924795905697,0.0044787857012471,4.32421,0.04866,0.2024117140396209,0.4894298526585523,0.894,0.822,0.06,False,False,True,False,False,4.114591358210028e-17,0.0,0.5723462397952849,0.3657733333333334,0.5,0.1814339717630102,0,-5776.510570147342,0.9063157894736842,0.4531578947368421,0.0005764823523287
TOI-942 c,0.1786455885197647,0.0044787857012471,10.156272,0.08598,0.2024117140396209,0.4894298526585523,0.894,0.822,0.06,False,False,True,False,False,4.114591358210028e-17,0.0,0.5893227942598823,0.3906533333333333,0.5,0.2622781909046479,0,-5776.510570147342,0.9063157894736842,0.4531578947368421,0.0023924281275616
TOI-954 b,0.3910731274760199,0.0077182981904139,3.6849729,0.04963,0.3913293138099338,0.5771941063420885,1.892,1.201,0.215,False,False,True,False,False,3.5646727464695566e-16,0.0,0.6955365637380099,0.3664199999999999,0.5000000000000002,0.4206200427315236,1,-5776.422805893659,0.8942105263157895,0.4471052631578947,0.0005010553562383
TOI-969 b,0.0957216494042306,0.0011123688030551,1.8237305,0.02636,0.2233706574791845,0.304932735426009,0.671,0.734,0.175,False,False,True,False,False,3.492618008267598e-18,0.0,0.5478608247021153,0.3509066666666667,0.5,0.1054270389859057,0,-5776.695067264575,0.86,0.43,0.0001317083177534
WASP-108 b,0.6340579399365474,0.0044787857012471,5.7998164,0.06,0.4094171691070914,0.4894298526585523,0.87,0.8889,0.06,True,False,False,False,False,3.896639039068773e-17,0.0,0.8170289699682736,0.3733333333333334,0.5,0.6686304650204336,1,-5776.510570147342,0.9415263157894735,0.4707631578947368,0.0009533944767123
WASP-126 c,0.1178434057604062,0.008990456341402,7.63,0.06,0.2024117140396209,0.5964125560538118,1.27,1.12,0.06,False,False,True,False,False,1.8309833857556447e-16,0.0,0.5589217028802032,0.3733333333333334,0.5000000000000001,0.170106859113829,0,-5776.403587443947,0.9368421052631578,0.4684210526315789,0.0012542465753424
WASP-132 c,0.0555002742111842,0.0007063112965414,1.01153624,0.01833,0.3347688774045362,0.3585308562887039,0.758,0.789,0.15,False,False,True,False,False,8.517936823791713e-18,0.0,0.5277501371055922,0.3455533333333332,0.5,0.0562443263949354,0,-5776.641469143712,0.8889473684210526,0.4444736842105263,5.079851857314984e-05
WASP-18 c,0.1178434057604062,0.0077036543841402,2.1558,0.035,0.2024117140396209,0.7245355541319667,1.23,1.22,0.06,False,False,True,False,False,3.7405794215371633e-16,0.0,0.5589217028802032,0.3566666666666667,0.5000000000000002,0.1379158756562617,0,-5776.275464445869,0.8842105263157894,0.4421052631578947,0.0002067205479452
WASP-84 c,0.060245003535905,0.0019845345740881,1.4468849,0.02359,0.3347688774045362,0.4894298526585523,0.768,0.853,0.06,False,False,True,False,False,3.036505779600608e-17,0.0,0.5301225017679525,0.34906,0.5,0.0675994344104897,0,-5776.510570147342,0.9226315789473684,0.4613157894736842,9.351236929041024e-05
WD 1856+534 b,0.4280703502688515,0.6269204770302328,1.4079405,0.0204,0.0,0.3636557762118301,0.0131,0.518,0.06,False,False,True,False,False,2.6927398776702384e-21,0.0,0.7140351751344257,0.3469333333333333,0.5,0.4187116544799356,1,-5776.636344223789,0.7463157894736843,0.3731578947368421,7.869037315068378e-05
pi Men c,0.0632441948246506,0.0044787857012471,6.2678399,0.06,0.2024117140396209,0.638693145419603,1.17,1.07,0.09,False,False,True,False,False,2.0437632916562374e-16,0.0,0.5316220974123254,0.3733333333333334,0.5000000000000001,0.1173787902329546,0,-5776.361306854581,0.963157894736842,0.481578947368421,0.0010303298465753
